wind_speed,temperature,humidity,vibration,rotor_speed,power_output,turbine_age,failure
11.490142459033699,11.60752634756389,32.78331964021641,0.12222262298275903,1257.4905109183467,2395.5473759838465,15.265484506193683,0
9.585207096486446,13.472502684731735,79.28838029124067,1.2992476889976767,1458.0376607092849,2119.598348999976,12.079103578234324,0
11.943065614302078,12.013094694774285,70.00092407242087,0.3616277418795076,1760.931325481352,2389.925872523131,17.41512477389265,0
14.569089569224076,15.552090234730597,73.44045358157248,0.32802193183896133,1601.353814500895,1482.236624372222,17.9520481438196,0
9.297539875829992,20.985892657309563,64.71471390714731,2.7739138165384265,1252.1676165408076,1464.2546007785509,14.535327188482894,1
9.297589129152458,11.144789214293978,39.302501640434976,0.24219733334668483,1727.0820123685305,1928.7206562812637,2.069407290185098,0
14.737638446522174,20.004102488842072,31.551422120901613,0.9625036735110297,1567.9908905485074,1810.4066975318076,6.543483963621698,0
12.302304187458727,11.091639638265562,73.23283038680069,0.9914989488511483,1416.7599527890134,1921.2813955249367,7.387533209005722,0
8.591576842195144,10.761863937515578,49.816532686806156,0.13241929828454277,1191.5981487900758,1760.2343019802202,19.950246860886654,1
11.627680130757895,19.09297309171607,43.193243801996,0.0498216077220864,1586.9501059745655,1899.4915049944254,9.819088949093553,0
8.609746921562614,19.609681890038082,58.08364794194722,1.8569984506420874,1467.3144394067149,1666.951043016763,15.475819673585317,0
8.602810739289229,19.25704968381327,51.04492612378597,0.27747310979830825,1531.261869749447,1975.8620942859343,16.462148204554744,0
10.725886814698102,8.421012958909294,62.58329978437785,0.001111395289899915,1182.9597279658817,1288.2183694818855,13.411942260571141,0
4.260159266026607,12.670245109639746,54.189661652725675,0.3455923874979143,1416.2685883287306,2257.0526504143468,1.3472528186848944,0
4.825246502460901,19.114942960016606,64.86165702201353,0.48287228553209893,1596.0609243083022,2130.2717832289422,1.3676401938014537,0
8.313137412277083,15.207709202819473,72.67116347545715,0.7482516332860123,1875.2929222609464,1369.0857971284863,16.556780415306687,0
6.961506638996728,9.631535769012679,39.777850547789456,1.43184452831375,1458.9436754298738,2663.179364541591,15.045559495195993,0
10.942741997785822,17.29158969562721,46.47164402827434,1.23355671968837,1788.6598118136242,1586.5751345799397,11.186214044548034,0
7.275927773436367,11.425963705042648,51.840779328531944,1.407838475154851,1657.4696841699692,2594.4755875423093,5.728448613022228,1
5.763088895994126,23.97262424196106,78.1029224013819,0.016326242727827022,1546.7569932506697,2164.7121969180007,2.6475602916441296,1
14.396946306764661,22.72420731209129,48.26668067737427,0.622005424341169,1297.531643266777,2500.2814391616075,4.121098966313653,0
9.322671098540393,18.020487131777838,49.05499247963148,0.1279999558207249,1305.9042912938087,2088.0946593211024,12.026151713695672,0
10.202584614063772,21.80503352384887,62.673626147978055,0.10385210633619894,1623.5081741413198,2283.418914393846,11.370706082305343,0
5.725755441359629,15.323956750616906,50.95998549449746,0.805516012676731,1394.7008851789574,2494.801993746732,18.884071634435006,0
8.366851826424451,18.827187471875078,77.56118728198027,0.26989528439454374,1376.9274562467801,2953.594880757827,19.188257643431566,0
10.332767769129598,22.388601476510374,74.72343802377219,1.242053939139475,1463.8779321931413,2537.312670840924,11.944130082054732,0
6.547019267733091,16.227493408971565,55.67043888878365,0.021680884966651884,1467.2338339321616,2224.1143569887554,16.987219403904998,0
11.127094055037016,13.724064142428581,62.23876169739249,0.8102009729101435,1680.1535952387374,1325.743615128217,16.432740806110555,1
8.198083930243586,6.476890209114421,32.901528094181025,0.0735743653090233,1398.900460347958,792.0828471531049,15.295154771756152,0
9.12491875062017,14.58433237139253,64.78652640161991,0.09714274093234906,1660.2480072048631,1934.7947087973348,9.309422293218557,0
8.19488016331181,19.117115922811557,65.36004364745162,0.32442326868349025,1587.9410268108807,1642.7592475286538,8.398719952944457,0
15.556834553526812,19.72816713783815,47.959964782160405,0.25175120277995167,1165.2008025275898,1661.1380632940684,6.018545505206427,0
9.959508325786198,17.521825328592048,40.98414418126363,0.3329336478295057,1558.9015325966614,1958.7840519337083,18.80480516290602,1
6.826867213132299,12.293504525188801,75.75392009085084,1.4069264241683592,966.4483131445795,2331.396956170163,16.854081648390796,0
12.467634736309567,5.115892155262047,51.33524504025638,0.5355796990595366,1320.9553476696026,1689.5521016498155,4.365199733106197,0
6.337469050086933,12.523924509976325,62.68530524008553,0.17146307649311615,1592.6153693124497,2447.5960837732564,5.796798727939423,0
10.626590785014265,13.478275644730243,31.6664397488128,0.09492010295614567,1497.871379948125,2016.746693570162,12.045224420426225,0
4.1209896283606735,13.435355164049929,50.703358328841816,0.27240348166657374,1146.4215788076917,2018.806177283784,8.858395697343735,0
6.015441853304709,18.092781784889624,70.86294055069399,0.30041257338084537,1276.1676466052904,2937.498222967876,5.064055270390701,0
10.59058370760737,24.9283820550742,49.378800020035754,0.45976600193712386,978.2173773495558,2089.0548123520557,16.031974482810075,0
12.215399739986232,15.617646009205465,60.158058006843845,0.15462496683554572,1231.4873485911432,1972.9289164364436,1.0295094457648246,0
10.514104843569912,13.916341054217693,40.49279002422697,0.7294524136025492,1615.81266986371,2261.9510032727007,7.522254135954011,1
9.653055152835279,13.703890934979537,50.82628244197798,0.05182556955923672,1388.5134122849706,2898.5724009190963,18.657648338754317,0
9.096688913232134,15.62192383453857,76.38188590265933,0.4110057275437309,1533.9891083453117,1976.6281329180679,15.454591964783772,1
5.564434028897718,10.858531198258005,58.322587485051855,0.4884606538189926,1502.7288763078993,2219.879014758976,8.62441458254355,0
7.840467374815875,15.600992793730276,75.09657295464658,0.11585984894299481,1506.5166140999172,1945.8568808353723,18.64583995306466,0
8.618083687120638,17.254061681659,75.10096497447717,0.8743826073258998,1704.6264846226104,1948.4797091547223,18.11526090890443,1
13.171366678656748,16.04843031787244,77.20739002122397,0.4778174890986529,1459.4178715657952,1754.9537655862641,1.9990907543536243,0
11.030854868705385,17.287709670023908,74.76958300400526,0.5188369845918109,1682.1336746119812,1719.9580558891553,3.4308808484577966,0
4.710879533911799,17.168738046742675,30.164056450515034,0.3443221725419282,1004.5313214124996,2848.028876789351,8.357375660190655,0
10.972251908184385,6.140516588767781,76.70074457907984,1.2017235221708313,1722.2851913688094,1723.0834883507468,18.658555379585916,0
8.84475315875105,18.184350791977018,36.87297195426882,0.5919667716122974,1241.9843815780446,1229.6795154447277,17.039898225563192,0
7.969233999082124,11.644925771687731,31.996312555557527,0.2405003903479985,1285.4120553843356,2062.7033914706362,1.9074725698175583,0
11.835028866522604,9.52080418498021,32.769426728902644,0.13630208395162902,1359.0765021017487,2508.9086432372064,10.734287817140945,0
13.092998567487854,9.477740860725019,47.44580975882168,0.03685646538599226,1716.7710441662873,2621.2580619036667,14.684812612849878,0
12.793840357348596,17.167708052362645,61.040204263439676,0.09037789393329258,1322.1400301710685,1402.7673753280424,6.242531036730814,0
7.4823474303320845,13.887125363875736,50.11555982594987,2.45877416123485,1368.8222441527291,2556.3781505387096,14.727965495974583,0
9.072362872446357,6.590156080072946,31.277714232468973,0.2610839322311489,1307.6624563948442,3029.4694226491374,8.024784279382581,0
10.993790294210692,17.390189075961416,53.824131708735734,1.144771393797526,1551.0789601718875,1657.9227818513205,6.207073512933601,0
